provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code
PR_00422,8585672875,John,Taylor,MD PhD,"John Taylor, MD PhD",Otolaryngology,8468 Rodeo Dr,,Santa Ana,CA,95001,(646) 695-7223,8468 Rodeo Dr,,Santa Ana,CA,95001,A94390,CA,2023-11-16,Yes,True,22,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-05-20,230106377X
PR_00423,5061581488,Robert,Moore,MD,"Robert Moore, MD",Neurology,5841 Santa Monica Blvd,,Santa Ana,CA,95001,(323) 959-9810,5841 Santa Monica Blvd,,Santa Ana,CA,95001,A78697,CA,2024-04-12,Yes,True,29,University of Michigan Medical School,Cleveland Clinic,2025-04-30,234369411X
PR_00424,3997718052,Ana,Lopez,DO,"Ana Lopez, DO",Psychiatry,7473 Madison Ave,Suite 384,New York,NY,14202,(626) 274-4218,3114 Central Park West,,Brooklyn,NY,10003,060NY163821,NY,2024-03-01,No,True,29,Stanford University School of Medicine,Mount Sinai Hospital,2025-05-24,213405117X
PR_00425,9970469474,Jessica,Zhang,DO,"Jessica Zhang, DO",Neurology,4915 Amsterdam Ave,,New York,NY,14202,626- 380-6384,4915 Amsterdam Ave,,New York,NY,14202,060NY854955,NY,2025-06-25,Unknown,False,33,Columbia University Vagelos College of Physicians and Surgeons,NewYork-Presbyterian Hospital,2025-04-20,271429336X
PR_00426,8772216417,Joseph,Perez,MD PhD,"Joseph Perez, MD PhD",Radiology,8243 Melrose Ave,,Santa Ana,CA,90002,(310) 550-9824,8243 Melrose Ave,,Santa Ana,CA,90002,A73908,CA,2023-01-14,Yes,True,7,University of Pennsylvania Perelman School of Medicine,Cleveland Clinic,2025-03-29,267347727X
PR_00427,2925879647,Charles,Lee,DO PhD,"Charles Lee, DO PhD",Orthopedic Surgery,4917 Amsterdam Ave,,Bronx,NY,14202,(917) 469-8732,4917 Amsterdam Ave,,Bronx,NY,14202,060NY301225,NY,2025-03-22,No,False,10,Columbia University Vagelos College of Physicians and Surgeons,UCLA Medical Center,2025-03-05,242325110X
PR_00428,4033445055,Elizabeth,Martin,DO PhD,"Elizabeth Martin, DO PhD",Pulmonology,6835 Broadway,,Yonkers,NY,10001,(213) 591-6336,6835 Broadway,,Yonkers,NY,10001,060NY944492,NY,2023-10-14,Unknown,True,14,University of Michigan Medical School,Mount Sinai Hospital,2025-04-15,214339094X
PR_00429,4996010548,David,Thomas,DO,"David Thomas, DO",Psychiatry,7860 Central Park West,,Syracuse,NY,10001,323  578.8178,7860 Central Park West,,Syracuse,NY,10001,060NY840807,NY,2025-09-24,No,True,31,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-03-20,298307643X
PR_00430,8402155735,Linda,Martinez,DO,"Linda Martinez, DO",Ophthalmology,9406 Park Ave,,Albany,NY,10002,(646) 528-8673,9406 Park Ave,,Albany,NY,10002,060NY673136,NY,2024-06-17,Yes,False,24,NYU Grossman School of Medicine,Cleveland Clinic,2024-09-21,294497375X
PR_00431,0960858749,Thomas,Taylor,MD,"Thomas Taylor, MD",Pathology,6731 Second Ave,,Yonkers,NY,11203,(424) 541-2099,6731 Second Ave,,Yonkers,NY,11203,060NY163214,NY,2025-11-15,Unknown,True,37,Stanford University School of Medicine,Johns Hopkins Hospital,2024-12-04,221236454X
PR_00432,2512957862,Ana,Kumar,MD,"Ana Kumar, MD",Pulmonology,7676 Amsterdam Ave,,Bronx,NY,10002,(212) 611-5813,7676 Amsterdam Ave,,Bronx,NY,10002,060NY390313,NY,2025-08-11,Yes,False,2,Harvard Medical School,Cleveland Clinic,2025-03-21,257331055X
PR_00433,2342108906,Robert,Taylor,DO,"Robert Taylor, DO",Neurology,5352 York Ave,,Syracuse,NY,10004,646- 753-6710,5352 York Ave,,Syracuse,NY,10004,060NY471872,NY,2023-11-09,Yes,False,21,University of Pennsylvania Perelman School of Medicine,Cleveland Clinic,2025-05-22,240658510X
PR_00434,7360776334,William,Ramirez,MD PhD,"William Ramirez, MD PhD",Family Medicine,3560 Third Ave,,New York,NY,10003,(213) 804-3042,3560 Third Ave,,New York,NY,10003,060NY229090,NY,2025-02-07,Yes,True,33,University of Michigan Medical School,Johns Hopkins Hospital,2025-06-11,228137132X
PR_00435,8170066610,James,Shah,MD PhD,"James Shah, MD PhD",Emergency Medicine,5192 Rodeo Dr,,San Jose,CA,900**,(929) 569-6078,5192 Rodeo Dr,,San Jose,CA,90004,A57167,CA,2025-09-05,Yes,False,20,University of Pennsylvania Perelman School of Medicine,Johns Hopkins Hospital,2024-10-04,286380107X
PR_00436,9345962621,Ana,Harris,DO PhD,"Ana Harris, DO PhD",Pulmonology,4501 Central Park West,Suite 354,Rochester,NY,10001,(646) 731-3480,152 Madison Ave,Suite 581,Albany,NY,10003,060NY899316,NY,2023-03-21,Unknown,True,24,Stanford University School of Medicine,Mayo Clinic,2025-08-18,266780754X
PR_00437,6086982210,Christopher,Martin,DO PhD,"Christopher Martin, DO PhD",Dermatology,4345 Pico Blvd,,Sacramento,CA,90001,212  557.4648,4345 Pico Blvd,,Sacramento,CA,90001,A71669,CA,2023-03-12,Yes,False,5,Stanford University School of Medicine,Mount Sinai Hospital,2025-01-08,255710670X
PR_00438,8591779321,Li,Sharma,DO PhD,"Li Sharma, DO PhD",Radiology,9884 Columbus Ave,,New York,NY,10005,(917) 727-3126,9884 Columbus Ave,,New York,NY,10005,060NY369338,NY,2023-09-20,Yes,True,6,Stanford University School of Medicine,UCSF Medical Center,2025-04-11,282545856X
PR_00439,6529060321,James,Thomas,DO,"James Thomas, DO",Radiology,4934 Third Ave,,Syracuse,NY,14202,(212) 346-1558,4934 Third Ave,,Syracuse,NY,14202,060NY379682,NY,2023-09-27,Yes,True,26,NYU Grossman School of Medicine,Massachusetts General Hospital,2024-11-14,264528712X
PR_00440,8552457876,Barbara,Thompson,DO,"Barbara Thompson, DO",Emergency Medicine,9457 Rodeo Dr,,Santa Ana,CA,90004,(626) 298-6609,9457 Rodeo Dr,,Santa Ana,CA,90004,A67653,CA,2023-08-30,Unknown,False,5,NYU Grossman School of Medicine,UCSF Medical Center,2024-10-09,203411007X
PR_00441,6832303585,Jessica,Rodriguez,MD,"Jessica Rodriguez, MD",Orthopedic Surgery,7495 Fifth Ave,,Brooklyn,NY,14201,4249983486,5696 Lexington Ave,,Syracuse,NY,11202,060NY186997,NY,2025-10-30,Unknown,True,35,NYU Grossman School of Medicine,Cleveland Clinic,2024-09-12,271252175X
PR_00442,0646867752,William,White,DO,"William White, DO",Emergency Medicine,2714 Columbus Ave,,Bronx,NY,100**,(646) 938-5915,2714 Columbus Ave,,Bronx,NY,10003,060NY544612,NY,2024-02-19,Yes,True,17,Yale School of Medicine,NewYork-Presbyterian Hospital,2025-05-19,298443400X
PR_00443,2669335131,Karen,Liu,MD,"Karen Liu, MD",Oncology,6724 Madison Ave,,Queens,NY,11203,(347) 343-7577,6724 Madison Ave,,Queens,NY,11203,060NY946188,NY,2024-05-11,Yes,True,14,UCSF School of Medicine,Mayo Clinic,2024-09-23,236972997X
PR_00444,9721540642,Carlos,Lee,MD,"Carlos Lee, MD",Ophthalmology,8530 Melrose Ave,,San Diego,CA,95001,(718) 841-8643,8530 Melrose Ave,,San Diego,CA,95001,A49167,CA,2023-09-13,No,True,32,Columbia University Vagelos College of Physicians and Surgeons,Cleveland Clinic,2024-12-09,213831159X
PR_00445,8564510171,David,Liu,MD PhD,"David Liu, MD PhD",Emergency Medicine,8103 Central Park West,Suite 207,Yonkers,NY,11202,9177999109,8103 Central Park West,Suite 207,Yonkers,NY,11202,060NY393814,NY,2024-07-18,Yes,False,18,Stanford University School of Medicine,Mount Sinai Hospital,2024-11-19,281421925X
PR_00446,3599660571,Wei,Wang,DO PhD,"Wei Wang, DO PhD",Cardiology,6269 Main St,,San Diego,CA,95001,(310) 787-9564,6269 Main St,,San Diego,CA,95001,A22920,CA,2023-07-14,Yes,False,28,Harvard Medical School,Cleveland Clinic,2024-11-16,224258202X
PR_00447,7057423887,John,Perez,MD,"John Perez, MD",Emergency Medicine,6753 Broadway,,Syracuse,NY,10005,(626) 529-7575,6753 Broadway,,Syracuse,NY,10005,060NY469495,NY,2024-05-24,No,True,32,Stanford University School of Medicine,UCLA Medical Center,2025-03-06,282732173X
PR_00448,7557522500,Jessica,Anderson,MD PhD,"Jessica Anderson, MD PhD",Emergency Medicine,1660 Wilshire Blvd,,Oakland,CA,91001,(718) 394-6087,1660 Wilshire Blvd,,Oakland,CA,91001,A60160,CA,2024-02-19,Unknown,False,36,Yale School of Medicine,Mayo Clinic,2025-02-11,283009769X
PR_00449,1499153703,Ahmed,Jones,DO,"Ahmed Jones, DO",Oncology,9798 Columbus Ave,Suite 448,Yonkers,NY,10005,917  761.3539,9798 Columbus Ave,Suite 448,Yonkers,NY,10005,060NY516029,NY,2023-09-30,Unknown,False,2,UCSF School of Medicine,Cleveland Clinic,2024-09-12,229390348X
PR_00450,8893628967,Joseph,Anderson,DO PhD,"Joseph Anderson, DO PhD",Gastroenterology,3539 Sunset Blvd,Suite 121,Los Angeles,CA,90005,(626) 789-7342,3539 Sunset Blvd,Suite 121,Los Angeles,CA,90005,A73343,CA,2025-06-17,Unknown,False,24,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2025-02-25,248924311X
PR_00451,8785193586,Mohammed,Thomas,MD PhD,"Mohammed Thomas, MD PhD",Emergency Medicine,1263 Central Park West,,Queens,NY,11201,(917) 676-5409,1263 Central Park West,,Queens,NY,11201,060NY358888,NY,2023-09-21,Unknown,True,30,University of Michigan Medical School,Mount Sinai Hospital,2024-12-22,279331123X
PR_00452,4940976263,Linda,Jones,DO,"Linda Jones, DO",Pediatrics,7348 York Ave,,New York,NY,11201,(917) 877-8407,7348 York Ave,,New York,NY,11201,060NY166874,NY,2024-12-26,No,False,22,University of Pennsylvania Perelman School of Medicine,UCSF Medical Center,2025-06-21,272425578X
PR_00453,3392207152,Priya,Zhang,MD PhD,"Priya Zhang, MD PhD",Orthopedic Surgery,9988 Main St,Suite 172,Sacramento,CA,95001,718- 296-7611,9988 Main St,Suite 172,Sacramento,CA,95001,A79438,CA,2025-04-27,Unknown,False,27,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2025-06-24,246076320X
PR_00454,7184090809,William,Miller,MD PhD,"William Miller, MD PhD",Radiology,7052 Lexington Ave,Suite 511,Syracuse,NY,10002,(626) 582-2564,7052 Lexington Ave,Suite 511,Syracuse,NY,10002,060NY468260,NY,2023-06-17,Yes,True,34,Harvard Medical School,Massachusetts General Hospital,2025-03-19,251640743X
PR_00455,5927282703,Charles,Johnson,MD PhD,"Charles Johnson, MD PhD",Urology,2825 Hollywood Blvd,,Santa Ana,CA,90003,(424) 239-9807,2825 Hollywood Blvd,,Santa Ana,CA,90003,A22709,CA,2023-11-13,Yes,False,19,Stanford University School of Medicine,UCLA Medical Center,2024-09-18,224215127X
PR_00456,1815352371,Sarah,Singh,DO,"Sarah Singh, DO",Pulmonology,8154 Hollywood Blvd,,San Francisco,CA,95001,(917) 613-1681,8154 Hollywood Blvd,,San Francisco,CA,95001,A96309,CA,2025-03-07,No,True,31,University of Michigan Medical School,Johns Hopkins Hospital,2024-12-10,212207568X
PR_00457,8796474084,Priya,Lee,DO PhD,"Priya Lee, DO PhD",Radiology,3293 Melrose Ave,,Sacramento,CA,90003,2123922461,6985 Rodeo Dr,Suite 124,Oakland,CA,92001,A74387,CA,2023-08-02,No,True,21,Harvard Medical School,Massachusetts General Hospital,2025-08-09,240660713X
PR_00458,2351373996,Jennifer,Gonzalez,MD PhD,"Jennifer Gonzalez, MD PhD",Pulmonology,860 Rodeo Dr,,San Francisco,CA,94001,(212) 246-7250,860 Rodeo Dr,,San Francisco,CA,94001,A38114,CA,2023-07-22,Yes,True,19,Harvard Medical School,Cleveland Clinic,2024-09-30,244392606X
PR_00459,4346066647,William,Harris,DO,"William Harris, DO",Otolaryngology,6586 Broadway,,Queens,NY,10003,(917) 997-8998,6586 Broadway,,Queens,NY,10003,060NY370726,NY,2025-05-15,No,True,26,Harvard Medical School,Mount Sinai Hospital,2025-06-29,288981391X
PR_00460,1631873283,Ahmed,Anderson,MD,"Ahmed Anderson, MD",Cardiology,1889 Sunset Blvd,Suite 435,Santa Ana,CA,90002,(212) 680-8844,4203 Rodeo Dr,Suite 976,Fresno,CA,94001,A84725,CA,2024-06-19,Yes,True,15,Harvard Medical School,UCSF Medical Center,2025-05-31,211221679X
PR_00461,2573066247,Carlos,Jones,DO,"Carlos Jones, DO",Emergency Medicine,6077 First Ave,,Queens,NY,11203,3232654690,8252 Park Ave,Suite 114,Bronx,NY,11201,060NY260128,NY,2024-11-30,Yes,True,22,UCSF School of Medicine,Massachusetts General Hospital,2025-01-20,209312412X
PR_00462,2550213069,Wei,Thomas,MD PhD,"Wei Thomas, MD PhD",Urology,2349 York Ave,Suite 166,Rochester,NY,10001,(212) 776-1957,2349 York Ave,Suite 166,Rochester,NY,10001,060NY660226,NY,2023-02-05,No,True,15,Harvard Medical School,Johns Hopkins Hospital,2025-08-23,287088867X
PR_00463,2785324263,Wei,Patel,DO PhD,"Wei Patel, DO PhD",Nephrology,6337 First Avenue,,Bronx,NY,11203,(347) 364-7030,6337 First Ave,,Bronx,NY,11203,060NY767625,NY,2025-07-20,Unknown,True,28,Columbia University Vagelos College of Physicians and Surgeons,Mayo Clinic,2025-08-12,261731037X
PR_00464,7555628339,Linda,Sharma,DO,"Linda Sharma, DO",Oncology,2049 Beverly Dr,,San Jose,CA,92001,(917) 929-4128,2049 Beverly Dr,,San Jose,CA,92001,A69285,CA,2025-06-28,Unknown,True,40,NYU Grossman School of Medicine,Mount Sinai Hospital,2024-11-26,254788762X
PR_00465,3358268621,Patricia,Martin,DO,"Patricia Martin, DO",Internal Medicine,7705 Fifth Ave,,Albany,NY,11203,310  224.4382,7705 Fifth Ave,,Albany,NY,11203,060NY912203,NY,2025-04-24,No,True,18,University of Michigan Medical School,Mayo Clinic,2024-10-09,253938948X
PR_00466,1110005154,Sarah,Gonzalez,DO,"Sarah Gonzalez, DO",Radiology,7678 Park Ave,,Queens,NY,11203,(929) 407-3467,7678 Park Ave,,Queens,NY,11203,060NY742069,NY,2025-12-22,Yes,False,5,NYU Grossman School of Medicine,UCLA Medical Center,2024-11-08,259943922X
PR_00467,8874312717,Barbara,Perez,DO,"Barbara Perez, DO",Orthopedic Surgery,1663 York Ave,Suite 221,Queens,NY,10003,(212) 338-7241,1663 York Ave,Suite 221,Queens,NY,10003,060NY748322,NY,2025-04-19,No,False,31,Johns Hopkins School of Medicine,Massachusetts General Hospital,2024-11-06,292358103X
PR_00468,1229462130,Wei,White,DO PhD,"Wei White, DO PhD",Pathology,2980 First Ave,,New York,NY,11203,(626) 528-5789,2980 First Ave,,New York,NY,11203,060NY456281,NY,2023-06-24,Unknown,True,23,University of Michigan Medical School,Mount Sinai Hospital,2025-08-25,283464930X
PR_00469,2034476501,Mohammed,Zhang,DO PhD,"Mohammed Zhang, DO PhD",Radiology,5984 Melrose Ave,Suite 632,San Jose,CA,94001,347- 967-8505,5984 Melrose Ave,Suite 632,San Jose,CA,94001,A13072,CA,2025-09-29,Unknown,True,22,Yale School of Medicine,Massachusetts General Hospital,2025-06-28,283774633X
PR_00470,8665254835,John,Wang,MD,"John Wang, MD",Pathology,3271 First Avenue,Suite 788,Yonkers,NY,11202,(310) 488-5369,3271 First Ave,Suite 788,Yonkers,NY,11202,060NY493364,NY,2024-11-18,Yes,False,6,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-08-22,217250444X
PR_00471,5912975191,Ana,Miller,DO,"Ana Miller, DO",Family Medicine,6118 Fifth Ave,,Queens,NY,14202,(718) 257-3272,6118 Fifth Ave,,Queens,NY,14202,060NY179074,NY,2023-01-20,Yes,True,12,Stanford University School of Medicine,Johns Hopkins Hospital,2025-09-01,258112164X
PR_00472,2801234285,Ana,Anderson,DO,"Ana Anderson, DO",Pulmonology,1302 Second Ave,Suite 937,Rochester,NY,14201,(424) 393-3031,8116 Amsterdam Ave,Suite 792,Queens,NY,11203,060NY720559,NY,2023-05-06,Unknown,True,13,Johns Hopkins School of Medicine,UCLA Medical Center,2025-05-09,221800123X
PR_00473,4210175091,Jennifer,Zhang,MD PhD,"Jennifer Zhang, MD PhD",Emergency Medicine,8302 Melrose Ave,Suite 453,San Jose,CA,92001,2132818306,8302 Melrose Ave,Suite 453,San Jose,CA,92001,A79540,CA,2023-01-15,Yes,True,21,University of Michigan Medical School,UCLA Medical Center,2024-09-10,291413119X
PR_00474,3392056779,Karen,Jones,MD PhD,"Karen Jones, MD PhD",Ophthalmology,5228 Santa Monica Blvd,,Sacramento,CA,93001,(929) 612-8596,5228 Santa Monica Blvd,,Sacramento,CA,93001,A74105,CA,2024-10-03,No,False,10,Johns Hopkins School of Medicine,UCSF Medical Center,2025-01-31,203285625X
PR_00475,2310672455,Li,Rodriguez,MD PhD,"Li Rodriguez, MD PhD",Otolaryngology,2448 Second Ave,,Rochester,NY,10001,(917) 222-9148,2448 Second Ave,,Rochester,NY,10001,060NY281172,NY,2023-11-06,No,True,20,Yale School of Medicine,NewYork-Presbyterian Hospital,2025-05-09,225494128X
PR_00476,6704254969,Barbara,Liu,DO PhD,"Barbara Liu, DO PhD",Neurology,2619 First Ave,,New York,NY,11201,(424) 324-3120,5297 Central Park West,Suite 340,Syracuse,NY,14202,060NY643962,NY,2025-10-09,Unknown,False,22,NYU Grossman School of Medicine,Mayo Clinic,2025-02-25,275876997X
PR_00477,8595325937,Barbara,Jones,MD,"Barbara Jones, MD",Emergency Medicine,6833 Park Avenue,,Bronx,NY,11201,(818) 807-4883,6833 Park Ave,,Bronx,NY,11201,060NY427718,NY,2025-09-02,Yes,False,37,UCSF School of Medicine,Massachusetts General Hospital,2025-03-26,268579952X
PR_00478,6342507339,Mohammed,Miller,DO PhD,"Mohammed Miller, DO PhD",Pulmonology,5270 Wilshire Blvd,,Santa Ana,CA,93001,(626) 203-6361,5270 Wilshire Blvd,,Santa Ana,CA,93001,A44866,CA,2023-05-18,No,False,36,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2025-03-23,265055025X
PR_00479,4366044321,Mary,Liu,DO,"Mary Liu, DO",Endocrinology,3084 Pico Blvd,,San Diego,CA,90005,(347) 225-1472,3084 Pico Blvd,,San Diego,CA,90005,A35551,CA,2025-12-08,Unknown,False,6,NYU Grossman School of Medicine,Mount Sinai Hospital,2025-06-19,259953058X
PR_00480,2501058756,Rajesh,Harris,DO,"Rajesh Harris, DO",Otolaryngology,5147 Fifth Ave,Suite 823,Buffalo,NY,11203,(646) 522-7144,5147 Fifth Ave,Suite 823,Buffalo,NY,11203,060NY398595,NY,2023-11-30,Unknown,True,28,NYU Grossman School of Medicine,UCSF Medical Center,2025-06-03,243836914X
PR_00481,2218231551,Karen,Williams,MD PhD,"Karen Williams, MD PhD",Emergency Medicine,9315 Broadway,,Albany,NY,10001,(929) 283-7760,9315 Broadway,,Albany,NY,10001,060NY620803,NY,2023-05-11,No,True,32,UCLA David Geffen School of Medicine,Massachusetts General Hospital,2024-12-08,255881942X
PR_00482,0037003321,Rajesh,Sanchez,DO,"Rajesh Sanchez, DO",Ophthalmology,1466 Park Ave,Suite 989,Syracuse,NY,10003,(646) 712-6234,1466 Park Ave,Suite 989,Syracuse,NY,10003,060NY350887,NY,2023-04-26,No,False,26,Harvard Medical School,NewYork-Presbyterian Hospital,2024-12-24,203155879X
PR_00483,2809448583,Priya,Clark,MD,"Priya Clark, MD",Neurology,9662 Broadway,,Bronx,NY,10004,(213) 363-4302,1321 Amsterdam Ave,,Rochester,NY,14201,060NY272154,NY,2025-03-24,Unknown,False,22,University of Pennsylvania Perelman School of Medicine,UCLA Medical Center,2025-04-22,252698234X
PR_00484,9457039437,James,Jackson,DO PhD,"James Jackson, DO PhD",Neurology,9886 Columbus Ave,Suite 215,ALBANY,NY,11202,(323) 224-6077,1749 Central Park West,,Bronx,NY,10004,060NY871440,NY,2024-09-03,Yes,True,12,NYU Grossman School of Medicine,Cleveland Clinic,2024-12-21,296628993X
PR_00485,9100900402,Jennifer,Lee,DO PhD,"Jennifer Lee, DO PhD",Pediatrics,9861 Sunset Blvd,,Santa Ana,CA,93001,347- 655-7249,9861 Sunset Blvd,,Santa Ana,CA,93001,A97428,CA,2024-05-23,Unknown,True,7,Harvard Medical School,UCLA Medical Center,2025-05-15,286674066X
PR_00486,7310720112,Christopher,Ramirez,MD PhD,"Christopher Ramirez, MD PhD",Emergency Medicine,6841 Columbus Ave,,New York,NY,10005,(818) 440-8458,6841 Columbus Ave,,New York,NY,10005,060NY416722,NY,2023-10-18,Unknown,False,18,Harvard Medical School,Mount Sinai Hospital,2025-08-01,298171412X
PR_00487,0144734045,Ahmed,Martinez,DO,"Ahmed Martinez, DO",Otolaryngology,6184 Broadway,,New York,NY,11203,(917) 440-8339,6184 Broadway,,New York,NY,11203,060NY283524,NY,2023-01-28,Yes,True,37,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2025-05-07,296042088X
PR_00488,5629657542,Li,Brown,MD PhD,"Li Brown, MD PhD",Radiology,9799 Third Ave,,Syracuse,NY,11203,(646) 888-9102,9799 Third Ave,,Syracuse,NY,11203,060NY489307,NY,2023-10-26,Unknown,False,24,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2024-10-29,233983969X
PR_00489,5829236165,Mohammed,Rodriguez,MD PhD,"Mohammed Rodriguez, MD PhD",Urology,7645 Santa Monica Blvd,,San Francisco,CA,90001,(718) 713-9912,7645 Santa Monica Blvd,,San Francisco,CA,90001,A91928,CA,2023-10-25,Yes,True,37,Harvard Medical School,NewYork-Presbyterian Hospital,2024-11-25,289206059X
PR_00490,9561372306,William,Anderson,MD PhD,"William Anderson, MD PhD",Psychiatry,5333 Central Park West,,Rochester,NY,14201,(323) 310-9113,5333 Central Park West,,Rochester,NY,14201,060NY959162,NY,2025-03-15,Yes,True,20,University of Pennsylvania Perelman School of Medicine,UCSF Medical Center,2025-03-31,228084257X
PR_00491,1656094568,Jessica,Miller,DO,"Jessica Miller, DO",Pulmonology,510 Lexington Avenue,Suite 894,Brooklyn,NY,10004,(929) 413-5977,510 Lexington Ave,Suite 894,Brooklyn,NY,10004,060NY170277,NY,2024-06-03,No,False,40,University of Michigan Medical School,Massachusetts General Hospital,2024-09-20,265945661X
PR_00492,0607174814,Michael,Shah,MD PhD,"Michael Shah, MD PhD",Nephrology,4191 Central Park West,,Syracuse,NY,11202,(718) 451-2540,4191 Central Park West,,Syracuse,NY,11202,060NY543234,NY,2024-12-19,No,False,22,University of Pennsylvania Perelman School of Medicine,Mount Sinai Hospital,2025-08-16,243335214X
PR_00493,1827496809,Charles,Chen,DO PhD,"Charles Chen, DO PhD",Pulmonology,6728 Fifth Ave,,New York,NY,10003,347- 799-2927,6728 Fifth Ave,,New York,NY,10003,060NY129607,NY,2025-11-02,Unknown,False,12,UCSF School of Medicine,NewYork-Presbyterian Hospital,2025-06-11,205344079X
PR_00494,7112229902,Charles,Liu,MD PhD,"Charles Liu, MD PhD",Psychiatry,2537 Fifth Ave,,Bronx,NY,11203,(310) 708-7007,2894 Second Ave,Suite 448,New York,NY,10005,060NY816212,NY,2025-10-07,Unknown,False,2,Yale School of Medicine,UCLA Medical Center,2024-10-12,272945272X
PR_00495,6832102196,James,Clark,DO PhD,"James Clark, DO PhD",Nephrology,7149 York Ave,Suite 369,Yonkers,NY,10002,(646) 880-4219,7149 York Ave,Suite 369,Yonkers,NY,10002,060NY796990,NY,2025-01-02,No,False,36,Columbia University Vagelos College of Physicians and Surgeons,Mount Sinai Hospital,2025-07-30,288082088X
PR_00496,0801849809,William,Zhang,DO PhD,"William Zhang, DO PhD",Orthopedic Surgery,652 Park Ave,,Bronx,NY,10003,(347) 340-6235,652 Park Ave,,Bronx,NY,10003,060NY509688,NY,2023-01-23,Yes,False,14,University of Pennsylvania Perelman School of Medicine,Mount Sinai Hospital,2025-01-01,264254637X
PR_00497,3460605609,Christopher,Miller,DO,"Christopher Miller, DO",Pathology,8871 Fifth Ave,,Queens,NY,10003,917- 887-7122,1115 First Ave,,Albany,NY,10002,060NY359069,NY,2025-04-26,No,False,39,University of Pennsylvania Perelman School of Medicine,Mayo Clinic,2024-12-31,282529913X
PR_00498,8120546474,Ana,Kumar,DO PhD,"Ana Kumar, DO PhD",Pediatrics,2577 Hollywood Blvd,,Fresno,CA,93001,(626) 549-5972,2577 Hollywood Blvd,,Fresno,CA,93001,A14051,CA,2025-05-04,Unknown,False,20,UCSF School of Medicine,Mount Sinai Hospital,2025-02-17,292402421X
PR_00499,4498355398,Sarah,Chen,DO,"Sarah Chen, DO",Emergency Medicine,1491 Central Park West,,Syracuse,NY,11201,(917) 556-6019,1491 Central Park West,,Syracuse,NY,11201,060NY165991,NY,2024-05-30,Yes,False,34,UCLA David Geffen School of Medicine,NewYork-Presbyterian Hospital,2025-04-20,280230057X
PR_00500,1433952750,Linda,Gonzalez,DO,"Linda Gonzalez, DO",Orthopedic Surgery,4834 Hollywood Blvd,,Sacramento,CA,94001,(917) 601-8935,4834 Hollywood Blvd,,Sacramento,CA,94001,A70645,CA,2025-12-01,Unknown,False,37,UCSF School of Medicine,UCLA Medical Center,2025-06-20,234188706X
PR_00501,9141686013,Rajesh G,Davis,MD,"Rajesh G Davis, MD",Internal Medicine,4013 Hollywood Blvd,,San Francisco,CA,90002,818- 865-9928,4013 Hollywood Blvd,,San Francisco,CA,90002,A21395,CA,2025-05-14,No,True,29,University of Michigan Medical School,NewYork-Presbyterian Hospital,2025-08-30,221429110X
PR_00502,4778948967,Ahmed G,Ramirez,MD PhD,"Ahmed G Ramirez, MD PhD",Internal Medicine,3528 Third Ave,,Brooklyn,NY,10002,(424) 396-2139,3528 Third Ave,,Brooklyn,NY,10002,060NY460663,NY,2024-06-25,Yes,True,19,Stanford University School of Medicine,Cleveland Clinic,2025-07-13,251019678X
PR_00503,4067917668,Thomas K,Robinson,MD PhD,"Thomas K Robinson, MD PhD",Radiology,5821 Park Ave,,Buffalo,NY,10002,(818) 522-4483,4011 Madison Ave,Suite 755,Syracuse,NY,11202,060NY821590,NY,2024-03-25,Unknown,False,26,UCSF School of Medicine,Mayo Clinic,2025-04-20,218740864X
PR_00504,1221500140,Joseph D,Chen,MD PhD,"Joseph D Chen, MD PhD",Cardiology,7020 Pico Blvd,Suite 241,Oakland,CA,91001,(323) 457-1188,7020 Pico Blvd,Suite 241,Oakland,CA,91001,A21915,CA,2023-04-07,Unknown,True,35,Columbia University Vagelos College of Physicians and Surgeons,UCLA Medical Center,2025-07-07,239392920X
PR_00505,8842163091,Linda B,Hernandez,DO PhD,"Linda B Hernandez, DO PhD",Urology,4316 York Ave,,Queens,NY,142**,310- 219-2832,4316 York Ave,,Queens,NY,14201,060NY412942,NY,2025-11-05,No,False,16,Harvard Medical School,Cleveland Clinic,2024-11-16,210570592X
PR_00506,0159446337,David H,Shah,MD,"David H Shah, MD",Oncology,8728 Sunset Blvd,,San Francisco,CA,93001,(212) 802-4770,8646 Pico Blvd,,Oakland,CA,90004,A36365,CA,2024-09-30,Unknown,True,1,Stanford University School of Medicine,Massachusetts General Hospital,2025-05-08,209046318X
